,0,1,2,3
202104030310,単勝,1,250,1
202104030310,複勝,1br9br7,130br150br160,1br2br3
202104030310,枠連,1 - 5,530,1
202104030310,馬連,1 - 9,520,1
202104030310,ワイド,1 - 9br1 - 7br7 - 9,270br460br460,1br3br4
202104030310,馬単,1 → 9,890,1
202104030310,三連複,1 - 7 - 9,1500,1
202104030310,三連単,1 → 9 → 7,5460,2
202104030311,単勝,5,300,1
202104030311,複勝,5br6br8,150br250br420,1br3br9
202104030311,枠連,3 - 3,1650,6
202104030311,馬連,5 - 6,1570,2
202104030311,ワイド,5 - 6br5 - 8br6 - 8,"680br1,700br2,840",2br18br38
202104030311,馬単,5 → 6,2280,3
202104030311,三連複,5 - 6 - 8,10520,25
202104030311,三連単,5 → 6 → 8,33760,60
202104030312,単勝,8,720,3
202104030312,複勝,8br6br9,170br160br110,3br2br1
202104030312,枠連,3 - 4,1330,5
202104030312,馬連,6 - 8,3120,7
202104030312,ワイド,6 - 8br8 - 9br6 - 9,730br280br290,7br1br2
202104030312,馬単,8 → 6,6640,18
202104030312,三連複,6 - 8 - 9,1070,1
202104030312,三連単,8 → 6 → 9,15450,40
202104030401,単勝,9,130,1
202104030401,複勝,9br1br10,100br220br110,1br5br2
202104030401,枠連,1 - 6,860,4
202104030401,馬連,1 - 9,1160,4
202104030401,ワイド,1 - 9br9 - 10br1 - 10,350br120br570,4br1br8
202104030401,馬単,9 → 1,1420,5
202104030401,三連複,1 - 9 - 10,690,3
202104030401,三連単,9 → 1 → 10,3430,11
202104030402,単勝,11,310,1
202104030402,複勝,11br10br15,120br270br180,1br6br3
202104030402,枠連,5 - 6,1630,7
202104030402,馬連,10 - 11,2180,7
202104030402,ワイド,10 - 11br11 - 15br10 - 15,770br300br870,6br1br8
202104030402,馬単,11 → 10,3030,9
202104030402,三連複,10 - 11 - 15,2960,5
202104030402,三連単,11 → 10 → 15,12890,17
202104030403,単勝,4,310,1
202104030403,複勝,4br11br6,140br230br130,2br5br1
202104030403,枠連,3 - 6,940,3
202104030403,馬連,4 - 11,1790,7
202104030403,ワイド,4 - 11br4 - 6br6 - 11,600br290br610,5br1br6
202104030403,馬単,4 → 11,2740,8
202104030403,三連複,4 - 6 - 11,2210,3
202104030403,三連単,4 → 11 → 6,13050,21
202104030404,単勝,10,270,1
202104030404,複勝,10br1br4,120br140br120,2br3br1
202104030404,枠連,1 - 6,700,3
202104030404,馬連,1 - 10,700,3
202104030404,ワイド,1 - 10br4 - 10br1 - 4,300br230br240,3br1br2
202104030404,馬単,10 → 1,1390,6
202104030404,三連複,1 - 4 - 10,510,1
202104030404,三連単,10 → 1 → 4,3260,6
202104030405,単勝,10,140,1
202104030405,複勝,10br9br6,100br110br150,1br2br4
202104030405,枠連,8 - 8,250,1
202104030405,馬連,9 - 10,260,1
202104030405,ワイド,9 - 10br6 - 10br6 - 9,140br230br410,1br3br6
202104030405,馬単,10 → 9,340,1
202104030405,三連複,6 - 9 - 10,540,1
202104030405,三連単,10 → 9 → 6,1280,2
202104030406,単勝,13,7550,12
202104030406,複勝,13br1br3,"1,640br1,570br450",11br10br5
202104030406,枠連,1 - 7,3380,15
202104030406,馬連,1 - 13,72490,88
202104030406,ワイド,1 - 13br3 - 13br1 - 3,"17,410br7,590br5,130",87br50br42
202104030406,馬単,13 → 1,185590,181
202104030406,三連複,1 - 3 - 13,296370,338
202104030406,三連単,13 → 1 → 3,2028170,2051
202104030407,単勝,4,390,2
202104030407,複勝,4br3br12,"190br550br2,070",2br8br13
202104030407,枠連,2 - 2,3150,14
202104030407,馬連,3 - 4,3360,13
202104030407,ワイド,3 - 4br4 - 12br3 - 12,"1,300br5,680br20,620",16br52br86
202104030407,馬単,4 → 3,5130,19
202104030407,三連複,3 - 4 - 12,95540,201
202104030407,三連単,4 → 3 → 12,327070,816
202104030408,単勝,9,260,1
202104030408,複勝,9br13br14,140br250br230,1br5br4
202104030408,枠連,5 - 7,820,3
202104030408,馬連,9 - 13,1320,4
202104030408,ワイド,9 - 13br9 - 14br13 - 14,"550br380br1,010",3br1br13
202104030408,馬単,9 → 13,2300,5
202104030408,三連複,9 - 13 - 14,2570,2
202104030408,三連単,9 → 13 → 14,11150,6
202104030409,単勝,7,170,1
202104030409,複勝,7br3br4,110br140br340,1br2br5
202104030409,枠連,2 - 4,380,1
202104030409,馬連,3 - 7,400,1
202104030409,ワイド,3 - 7br4 - 7br3 - 4,"220br610br1,050",1br5br11
202104030409,馬単,7 → 3,560,1
202104030409,三連複,3 - 4 - 7,2160,4
202104030409,三連単,7 → 3 → 4,5460,9
202104030410,単勝,2,5490,14
202104030410,複勝,2br13br5,"1,060br200br160",13br3br1
202104030410,枠連,2 - 7,1740,7
202104030410,馬連,2 - 13,23940,62
202104030410,ワイド,2 - 13br2 - 5br5 - 13,"5,450br2,960br510",59br34br2
202104030410,馬単,2 → 13,59150,138
202104030410,三連複,2 - 5 - 13,24130,79
202104030410,三連単,2 → 13 → 5,297170,844
202104030411,単勝,5,480,2
202104030411,複勝,5br2br14,"210br230br2,520",2br3br16
202104030411,枠連,1 - 3,1050,4
202104030411,馬連,2 - 5,1480,4
202104030411,ワイド,2 - 5br5 - 14br2 - 14,"680br10,380br12,560",4br79br86
202104030411,馬単,5 → 2,2780,7
202104030411,三連複,2 - 5 - 14,62860,159
202104030411,三連単,5 → 2 → 14,246670,628
202104030412,単勝,7,660,4
202104030412,複勝,7br12br3,200br140br150,4br1br2
202104030412,枠連,4 - 7,700,2
202104030412,馬連,7 - 12,1140,2
202104030412,ワイド,7 - 12br3 - 7br3 - 12,440br610br380,2br6br1
202104030412,馬単,7 → 12,2280,6
202104030412,三連複,3 - 7 - 12,1980,1
202104030412,三連単,7 → 12 → 3,12660,14
202104030501,単勝,1,250,1
202104030501,複勝,1br3br11,110br130br120,1br3br2
202104030501,枠連,1 - 3,530,2
202104030501,馬連,1 - 3,560,2
202104030501,ワイド,1 - 3br1 - 11br3 - 11,240br180br330,2br1br4
202104030501,馬単,1 → 3,920,2
202104030501,三連複,1 - 3 - 11,750,1
202104030501,三連単,1 → 3 → 11,2770,1
202104030502,単勝,12,120,1
202104030502,複勝,12br5br4,110br110br200,1br2br4
202104030502,枠連,4 - 8,140,1
202104030502,馬連,5 - 12,150,1
202104030502,ワイド,5 - 12br4 - 12br4 - 5,110br310br430,1br4br5
202104030502,馬単,12 → 5,190,1
202104030502,三連複,4 - 5 - 12,600,2
202104030502,三連単,12 → 5 → 4,1080,2
202104030503,単勝,5,270,1
202104030503,複勝,5br6br9,120br140br130,1br3br2
202104030503,枠連,3 - 4,720,3
202104030503,馬連,5 - 6,700,2
202104030503,ワイド,5 - 6br5 - 9br6 - 9,260br260br340,1br2br4
202104030503,馬単,5 → 6,1210,3
202104030503,三連複,5 - 6 - 9,910,1
202104030503,三連単,5 → 6 → 9,4230,2
202104030504,単勝,10,6120,11
202104030504,複勝,10br18br11,"1,260br3,850br270",10br14br5
202104030504,枠連,5 - 8,4000,13
202104030504,馬連,10 - 18,386270,139
202104030504,ワイド,10 - 18br10 - 11br11 - 18,"58,690br4,910br22,520",123br44br91
202104030504,馬単,10 → 18,480570,255
202104030504,三連複,10 - 11 - 18,1031660,565
202104030504,三連単,10 → 18 → 11,10045030,3773
202104030505,単勝,10,170,1
202104030505,複勝,10br17br7,110br550br480,1br8br7
202104030505,枠連,5 - 8,1640,6
202104030505,馬連,10 - 17,2920,8
202104030505,ワイド,10 - 17br7 - 10br7 - 17,"1,220br1,080br3,760",11br8br30
202104030505,馬単,10 → 17,3450,9
202104030505,三連複,7 - 10 - 17,11860,32
202104030505,三連単,10 → 17 → 7,37060,94
202104030506,単勝,7,1640,7
202104030506,複勝,7br15br3,"490br2,810br1,890",7br15br14
202104030506,枠連,4 - 8,1960,7
202104030506,馬連,7 - 15,57990,84
202104030506,ワイド,7 - 15br3 - 7br3 - 15,"15,410br16,670br37,540",87br89br105
202104030506,馬単,7 → 15,74750,141
202104030506,三連複,3 - 7 - 15,695840,455
202104030506,三連単,7 → 15 → 3,4099060,2691
202104030507,単勝,5,190,1
202104030507,複勝,5br15br13,110br160br120,1br3br2
202104030507,枠連,3 - 8,940,4
202104030507,馬連,5 - 15,1150,4
202104030507,ワイド,5 - 15br5 - 13br13 - 15,370br170br400,4br1br5
202104030507,馬単,5 → 15,1680,5
202104030507,三連複,5 - 13 - 15,890,3
202104030507,三連単,5 → 15 → 13,5020,11
202104030508,単勝,4,490,3
202104030508,複勝,4br2br12,160br160br170,2br1br4
202104030508,枠連,1 - 2,490,1
202104030508,馬連,2 - 4,1000,3
202104030508,ワイド,2 - 4br4 - 12br2 - 12,430br630br700,3br5br6
202104030508,馬単,4 → 2,2010,6
202104030508,三連複,2 - 4 - 12,3080,4
202104030508,三連単,4 → 2 → 12,14950,15
202104030509,単勝,2,360,2
202104030509,複勝,2br7br1,110br110br110,2br1br3
202104030509,馬連,2 - 7,340,1
202104030509,ワイド,2 - 7br1 - 2br1 - 7,140br180br150,1br3br2
202104030509,馬単,2 → 7,800,3
202104030509,三連複,1 - 2 - 7,290,1
202104030509,三連単,2 → 7 → 1,1810,5
202104030510,単勝,8,1250,5
202104030510,複勝,8br12br10,310br430br580,4br6br8
202104030510,枠連,5 - 7,620,1
202104030510,馬連,8 - 12,7960,29
202104030510,ワイド,8 - 12br8 - 10br10 - 12,"2,150br3,460br2,590",25br40br32
202104030510,馬単,8 → 12,17240,62
202104030510,三連複,8 - 10 - 12,42470,134
202104030510,三連単,8 → 12 → 10,266640,813
202104030511,単勝,12,2560,10
202104030511,複勝,12br11br4,520br190br280,10br2br4
202104030511,枠連,6 - 6,4570,18
202104030511,馬連,11 - 12,4900,17
202104030511,ワイド,11 - 12br4 - 12br4 - 11,"1,470br3,070br1,020",13br37br5
202104030511,馬単,12 → 11,14190,46
202104030511,三連複,4 - 11 - 12,15320,41
202104030511,三連単,12 → 11 → 4,123580,371
202104030512,単勝,15,550,3
202104030512,複勝,15br8br9,260br650br250,4br9br3
202104030512,枠連,5 - 8,1790,8
202104030512,馬連,8 - 15,8820,27
202104030512,ワイド,8 - 15br9 - 15br8 - 9,"2,130br780br1,770",26br8br20
202104030512,馬単,15 → 8,12880,43
202104030512,三連複,8 - 9 - 15,15120,50
202104030512,三連単,15 → 8 → 9,80020,248
202104030601,単勝,8,3040,10
202104030601,複勝,8br2br13,500br270br120,9br5br1
202104030601,枠連,1 - 4,3200,12
202104030601,馬連,2 - 8,17650,44
202104030601,ワイド,2 - 8br8 - 13br2 - 13,"4,310br990br720",45br9br4
202104030601,馬単,8 → 2,39950,86
202104030601,三連複,2 - 8 - 13,9010,28
202104030601,三連単,8 → 2 → 13,175720,436
202104030602,単勝,15,200,1
202104030602,複勝,15br13br1,120br150br120,2br3br1
202104030602,枠連,7 - 8,660,2
202104030602,馬連,13 - 15,840,2
202104030602,ワイド,13 - 15br1 - 15br1 - 13,340br180br330,3br1br2
202104030602,馬単,15 → 13,1240,3
202104030602,三連複,1 - 13 - 15,770,1
202104030602,三連単,15 → 13 → 1,3420,3
202104030603,単勝,14,710,5
202104030603,複勝,14br2br4,220br330br200,4br7br2
202104030603,枠連,1 - 7,1870,9
202104030603,馬連,2 - 14,4840,22
202104030603,ワイド,2 - 14br4 - 14br2 - 4,"1,470br780br1,020",24br10br14
202104030603,馬単,14 → 2,8990,42
202104030603,三連複,2 - 4 - 14,6630,22
202104030603,三連単,14 → 2 → 4,47910,211
202104030604,単勝,7,2160,6
202104030604,複勝,7br15br11,380br530br110,6br8br1
202104030604,枠連,4 - 8,6330,13
202104030604,馬連,7 - 15,23850,38
202104030604,ワイド,7 - 15br7 - 11br11 - 15,"4,770br550br1,000",37br5br10
202104030604,馬単,7 → 15,56010,72
202104030604,三連複,7 - 11 - 15,7640,24
202104030604,三連単,7 → 15 → 11,109990,242
202104030605,単勝,5,220,1
202104030605,複勝,5br8br1,130br660br230,1br10br3
202104030605,枠連,5 - 6,950,3
202104030605,馬連,5 - 8,3820,13
202104030605,ワイド,5 - 8br1 - 5br1 - 8,"1,060br390br3,580",15br2br38
202104030605,馬単,5 → 8,4990,18
202104030605,三連複,1 - 5 - 8,11590,40
202104030605,三連単,5 → 8 → 1,51770,160
202104030606,単勝,12,140,1
202104030606,複勝,12br6br10,110br220br590,1br4br9
202104030606,枠連,4 - 7,750,3
202104030606,馬連,6 - 12,1000,3
202104030606,ワイド,6 - 12br10 - 12br6 - 10,"470br1,280br4,280",3br12br34
202104030606,馬単,12 → 6,1100,4
202104030606,三連複,6 - 10 - 12,10390,29
202104030606,三連単,12 → 6 → 10,20910,57
202104030607,単勝,3,260,1
202104030607,複勝,3br4br13,140br160br940,1br2br13
202104030607,枠連,2 - 3,470,1
202104030607,馬連,3 - 4,670,1
202104030607,ワイド,3 - 4br3 - 13br4 - 13,"330br3,810br4,210",1br54br60
202104030607,馬単,3 → 4,1120,1
202104030607,三連複,3 - 4 - 13,17500,66
202104030607,三連単,3 → 4 → 13,44080,127
202104030608,単勝,5,2760,6
202104030608,複勝,5br15br1,490br460br120,8br7br1
202104030608,枠連,3 - 8,4870,17
202104030608,馬連,5 - 15,36630,60
202104030608,ワイド,5 - 15br1 - 5br1 - 15,"6,050br910br1,000",52br9br10
202104030608,馬単,5 → 15,89830,120
202104030608,三連複,1 - 5 - 15,16390,54
202104030608,三連単,5 → 15 → 1,266020,501
202104030609,単勝,12,290,1
202104030609,複勝,12br15br14,140br160br230,1br2br4
202104030609,枠連,6 - 7,550,1
202104030609,馬連,12 - 15,820,1
202104030609,ワイド,12 - 15br12 - 14br14 - 15,380br750br990,1br7br12
202104030609,馬単,12 → 15,1320,1
202104030609,三連複,12 - 14 - 15,3220,6
202104030609,三連単,12 → 15 → 14,10570,6
202104030610,単勝,14,760,4
202104030610,複勝,14br6br13,190br150br150,4br3br2
202104030610,枠連,4 - 8,440,1
202104030610,馬連,6 - 14,1090,4
202104030610,ワイド,6 - 14br13 - 14br6 - 13,390br400br300,4br5br2
202104030610,馬単,14 → 6,2840,12
202104030610,三連複,6 - 13 - 14,1460,3
202104030610,三連単,14 → 6 → 13,10200,25
202104030611,単勝,15,280,1
202104030611,複勝,15br14br2,150br630br310,1br9br6
202104030611,枠連,8 - 8,4980,17
202104030611,馬連,14 - 15,5240,20
202104030611,ワイド,14 - 15br2 - 15br2 - 14,"1,550br730br4,830",19br5br50
202104030611,馬単,15 → 14,7460,32
202104030611,三連複,2 - 14 - 15,16040,49
202104030611,三連単,15 → 14 → 2,70670,232
202104030612,単勝,10,550,3
202104030612,複勝,10br14br16,210br370br220,2br7br3
202104030612,枠連,5 - 7,1790,9
202104030612,馬連,10 - 14,3160,9
202104030612,ワイド,10 - 14br10 - 16br14 - 16,"1,160br770br1,140",10br4br8
202104030612,馬単,10 → 14,5380,13
202104030612,三連複,10 - 14 - 16,6880,15
202104030612,三連単,10 → 14 → 16,36060,75
202104040101,単勝,1,810,5
202104040101,複勝,1br9br15,300br180br190,6br2br3
202104040101,枠連,1 - 5,1900,8
202104040101,馬連,1 - 9,1710,7
202104040101,ワイド,1 - 9br1 - 15br9 - 15,710br830br610,7br8br6
202104040101,馬単,1 → 9,4250,14
202104040101,三連複,1 - 9 - 15,3400,7
202104040101,三連単,1 → 9 → 15,20150,47
202104040102,単勝,2,1670,4
202104040102,複勝,2br3br10,180br280br100,4br5br1
202104040102,枠連,2 - 3,8200,14
202104040102,馬連,2 - 3,9320,16
202104040102,ワイド,2 - 3br2 - 10br3 - 10,"1,250br290br470",13br3br5
202104040102,馬単,2 → 3,26160,32
202104040102,三連複,2 - 3 - 10,2180,8
202104040102,三連単,2 → 3 → 10,55970,108
202104040103,単勝,12,1060,5
202104040103,複勝,12br3br8,240br180br160,5br3br1
202104040103,枠連,2 - 7,1530,9
202104040103,馬連,3 - 12,3250,13
202104040103,ワイド,3 - 12br8 - 12br3 - 8,"1,170br790br540",13br5br3
202104040103,馬単,12 → 3,8140,36
202104040103,三連複,3 - 8 - 12,4010,6
202104040103,三連単,12 → 3 → 8,39700,134
202104040104,単勝,13,8330,10
202104040104,複勝,13br7br2,"1,780br230br1,400",11br4br10
202104040104,枠連,5 - 8,1300,6
202104040104,馬連,7 - 13,26810,42
202104040104,ワイド,7 - 13br2 - 13br2 - 7,"6,250br30,090br6,060",38br75br35
202104040104,馬単,13 → 7,72750,99
202104040104,三連複,2 - 7 - 13,274400,215
202104040104,三連単,13 → 7 → 2,2183290,1298
202104040105,単勝,16,300,1
202104040105,複勝,16br14br11,150br590br370,1br9br6
202104040105,枠連,7 - 8,2600,13
202104040105,馬連,14 - 16,5000,17
202104040105,ワイド,14 - 16br11 - 16br11 - 14,"1,700br990br3,340",17br8br36
202104040105,馬単,16 → 14,6880,21
202104040105,三連複,11 - 14 - 16,15410,46
202104040105,三連単,16 → 14 → 11,65570,176
202104040106,単勝,8,6030,10
202104040106,複勝,8br17br3,"1,060br230br350",10br4br6
202104040106,枠連,4 - 8,920,1
202104040106,馬連,8 - 17,19060,43
202104040106,ワイド,8 - 17br3 - 8br3 - 17,"5,510br6,530br1,910",45br49br25
202104040106,馬単,8 → 17,47530,98
202104040106,三連複,3 - 8 - 17,62550,134
202104040106,三連単,8 → 17 → 3,522250,970
202104040107,単勝,10,150,1
202104040107,複勝,10br1br2,110br240br260,1br4br6
202104040107,枠連,1 - 6,950,4
202104040107,馬連,1 - 10,940,4
202104040107,ワイド,1 - 10br2 - 10br1 - 2,"420br560br1,090",4br5br12
202104040107,馬単,10 → 1,1210,4
202104040107,三連複,1 - 2 - 10,2690,10
202104040107,三連単,10 → 1 → 2,6920,15
202104040108,単勝,12,260,1
202104040108,複勝,12br5br11,140br160br360,1br2br7
202104040108,枠連,3 - 7,400,1
202104040108,馬連,5 - 12,640,1
202104040108,ワイド,5 - 12br11 - 12br5 - 11,"330br940br1,030",1br11br13
202104040108,馬単,12 → 5,1010,1
202104040108,三連複,5 - 11 - 12,3450,9
202104040108,三連単,12 → 5 → 11,9890,14
202104040109,単勝,5,1760,5
202104040109,複勝,5br7br6,240br130br110,5br2br1
202104040109,枠連,5 - 7,3040,10
202104040109,馬連,5 - 7,2500,10
202104040109,ワイド,5 - 7br5 - 6br6 - 7,730br630br240,11br8br2
202104040109,馬単,5 → 7,6270,23
202104040109,三連複,5 - 6 - 7,2120,9
202104040109,三連単,5 → 7 → 6,20670,70
202104040110,単勝,7,250,1
202104040110,複勝,7br1br11,130br180br160,1br3br2
202104040110,枠連,1 - 4,800,3
202104040110,馬連,1 - 7,1000,2
202104040110,ワイド,1 - 7br7 - 11br1 - 11,430br320br620,2br1br5
202104040110,馬単,7 → 1,1510,3
202104040110,三連複,1 - 7 - 11,1630,1
202104040110,三連単,7 → 1 → 11,5920,2
202104040111,単勝,16,470,3
202104040111,複勝,16br15br12,160br150br150,3br2br1
202104040111,枠連,8 - 8,1010,4
202104040111,馬連,15 - 16,1030,1
202104040111,ワイド,15 - 16br12 - 16br12 - 15,430br420br430,2br1br3
202104040111,馬単,16 → 15,2020,2
202104040111,三連複,12 - 15 - 16,1750,1
202104040111,三連単,16 → 15 → 12,7050,1
202104040112,単勝,4,350,2
202104040112,複勝,4br10br6,140br250br180,1br6br3
202104040112,枠連,4 - 7,850,4
202104040112,馬連,4 - 10,2250,10
202104040112,ワイド,4 - 10br4 - 6br6 - 10,700br390br800,10br3br11
202104040112,馬単,4 → 10,3960,16
202104040112,三連複,4 - 6 - 10,3300,10
202104040112,三連単,4 → 10 → 6,18010,57
202104040201,単勝,4,690,3
202104040201,複勝,4br10br11,180br120br310,3br1br7
202104040201,枠連,4 - 7,850,3
202104040201,馬連,4 - 10,1100,3
202104040201,ワイド,4 - 10br4 - 11br10 - 11,"480br1,380br720",4br18br7
202104040201,馬単,4 → 10,3000,9
202104040201,三連複,4 - 10 - 11,4770,19
202104040201,三連単,4 → 10 → 11,28350,90
202104040202,単勝,10,590,3
202104040202,複勝,10br12br4,130br110br120,3br1br2
202104040202,枠連,6 - 7,310,1
202104040202,馬連,10 - 12,460,2
202104040202,ワイド,10 - 12br4 - 10br4 - 12,200br340br180,2br3br1
202104040202,馬単,10 → 12,1150,4
202104040202,三連複,4 - 10 - 12,540,1
202104040202,三連単,10 → 12 → 4,3770,4
202104040203,単勝,12,180,1
202104040203,複勝,12br1br14,110br120br140,1br2br3
202104040203,枠連,1 - 7,280,1
202104040203,馬連,1 - 12,300,1
202104040203,ワイド,1 - 12br12 - 14br1 - 14,160br220br300,1br2br3
202104040203,馬単,12 → 1,480,1
202104040203,三連複,1 - 12 - 14,460,1
202104040203,三連単,12 → 1 → 14,1330,1
202104040204,単勝,3,1710,5
202104040204,複勝,3br16br13,390br140br860,5br1br14
202104040204,枠連,2 - 8,1260,5
202104040204,馬連,3 - 16,2370,6
202104040204,ワイド,3 - 16br3 - 13br13 - 16,"970br14,210br1,870",6br97br20
202104040204,馬単,3 → 16,6660,19
202104040204,三連複,3 - 13 - 16,33910,100
202104040204,三連単,3 → 16 → 13,203140,536
202104040205,単勝,3,10860,12
202104040205,複勝,3br8br14,"1,250br110br180",13br1br3
202104040205,枠連,3 - 5,1700,8
202104040205,馬連,3 - 8,5280,15
202104040205,ワイド,3 - 8br3 - 14br8 - 14,"2,060br5,990br280",18br45br2
202104040205,馬単,3 → 8,20930,35
202104040205,三連複,3 - 8 - 14,12070,34
202104040205,三連単,3 → 8 → 14,237150,384
202104040206,単勝,6,490,3
202104040206,複勝,6br15br10,170br200br150,3br4br1
202104040206,枠連,4 - 8,1140,6
202104040206,馬連,6 - 15,2310,9
202104040206,ワイド,6 - 15br6 - 10br10 - 15,770br450br500,10br3br4
202104040206,馬単,6 → 15,3930,13
202104040206,三連複,6 - 10 - 15,2770,6
202104040206,三連単,6 → 15 → 10,14330,29
202104040207,単勝,12,290,1
202104040207,複勝,12br16br17,150br240br630,1br4br12
202104040207,枠連,6 - 8,550,1
202104040207,馬連,12 - 16,1280,2
202104040207,ワイド,12 - 16br12 - 17br16 - 17,"500br1,960br2,450",1br22br25
202104040207,馬単,12 → 16,2060,3
202104040207,三連複,12 - 16 - 17,10610,31
202104040207,三連単,12 → 16 → 17,37550,79
202104040208,単勝,3,3130,10
202104040208,複勝,3br15br12,820br250br580,10br2br8
202104040208,枠連,2 - 8,2070,11
202104040208,馬連,3 - 15,10330,32
202104040208,ワイド,3 - 15br3 - 12br12 - 15,"2,710br5,570br1,970",31br51br22
202104040208,馬単,3 → 15,23410,66
202104040208,三連複,3 - 12 - 15,42280,112
202104040208,三連単,3 → 15 → 12,290260,661
202104040209,単勝,13,260,2
202104040209,複勝,13br9br7,130br120br300,2br1br7
202104040209,枠連,5 - 7,250,1
202104040209,馬連,9 - 13,270,1
202104040209,ワイド,9 - 13br7 - 13br7 - 9,180br430br640,1br3br8
202104040209,馬単,13 → 9,600,2
202104040209,三連複,7 - 9 - 13,1150,3
202104040209,三連単,13 → 9 → 7,3960,6
202104040210,単勝,12,180,1
202104040210,複勝,12br7br8,110br170br150,1br3br2
202104040210,枠連,6 - 8,330,1
202104040210,馬連,7 - 12,790,2
202104040210,ワイド,7 - 12br8 - 12br7 - 8,330br270br470,2br1br4
202104040210,馬単,12 → 7,1000,2
202104040210,三連複,7 - 8 - 12,1140,1
202104040210,三連単,12 → 7 → 8,3630,2
202104040211,単勝,6,970,4
202104040211,複勝,6br13br11,270br380br120,4br7br1
202104040211,枠連,3 - 7,1910,8
202104040211,馬連,6 - 13,6710,22
202104040211,ワイド,6 - 13br6 - 11br11 - 13,"2,430br500br700",29br3br6
202104040211,馬単,6 → 13,11940,36
202104040211,三連複,6 - 11 - 13,4600,12
202104040211,三連単,6 → 13 → 11,46820,141
202104040212,単勝,5,550,3
202104040212,複勝,5br10br2,220br410br290,3br7br6
202104040212,枠連,3 - 5,750,2
202104040212,馬連,5 - 10,5420,18
202104040212,ワイド,5 - 10br2 - 5br2 - 10,"1,640br1,080br2,690",18br11br28
202104040212,馬単,5 → 10,8690,28
202104040212,三連複,2 - 5 - 10,14200,41
202104040212,三連単,5 → 10 → 2,76360,225
202104040301,単勝,5,450,2
202104040301,複勝,5br3br9,220br250br520,3br4br5
202104040301,枠連,3 - 4,2210,8
202104040301,馬連,3 - 5,2320,7
202104040301,ワイド,3 - 5br5 - 9br3 - 9,"800br1,140br1,920",6br11br20
202104040301,馬単,5 → 3,4820,13
202104040301,三連複,3 - 5 - 9,9640,30
202104040301,三連単,5 → 3 → 9,43110,123
202104040302,単勝,4,6070,11
202104040302,複勝,4br5br7,"1,360br140br570",12br1br8
202104040302,枠連,3 - 3,7420,17
202104040302,馬連,4 - 5,7530,24
202104040302,ワイド,4 - 5br4 - 7br5 - 7,"3,000br15,090br1,370",30br63br14
202104040302,馬単,4 → 5,22400,56
202104040302,三連複,4 - 5 - 7,44500,101
202104040302,三連単,4 → 5 → 7,388780,715
202104040303,単勝,13,370,2
202104040303,複勝,13br5br15,"180br480br1,050",2br6br10
202104040303,枠連,3 - 7,1920,6
202104040303,馬連,5 - 13,4080,12
202104040303,ワイド,5 - 13br13 - 15br5 - 15,"1,290br2,620br8,630",14br26br44
202104040303,馬単,13 → 5,5480,17
202104040303,三連複,5 - 13 - 15,39110,83
202104040303,三連単,13 → 5 → 15,140140,335
202104040304,単勝,3,1240,5
202104040304,複勝,3br10br4,340br350br990,5br6br9
202104040304,枠連,3 - 7,7710,19
202104040304,馬連,3 - 10,9200,24
202104040304,ワイド,3 - 10br3 - 4br4 - 10,"2,570br4,820br5,310",23br37br39
202104040304,馬単,3 → 10,13720,44
202104040304,三連複,3 - 4 - 10,60440,122
202104040304,三連単,3 → 10 → 4,265990,564
202104040305,単勝,14,240,1
202104040305,複勝,14br6br17,"170br3,150br1,250",1br16br12
202104040305,枠連,3 - 7,480,1
202104040305,馬連,6 - 14,27150,58
202104040305,ワイド,6 - 14br14 - 17br6 - 17,"9,440br2,190br45,680",70br22br126
202104040305,馬単,14 → 6,27050,68
202104040305,三連複,6 - 14 - 17,203080,302
202104040305,三連単,14 → 6 → 17,756450,1338
202104040306,単勝,13,360,2
202104040306,複勝,13br10br9,170br260br190,2br5br4
202104040306,枠連,5 - 7,570,2
202104040306,馬連,10 - 13,1750,7
202104040306,ワイド,10 - 13br9 - 13br9 - 10,620br440br790,7br3br8
202104040306,馬単,13 → 10,2980,12
202104040306,三連複,9 - 10 - 13,2380,6
202104040306,三連単,13 → 10 → 9,13800,30
202104040307,単勝,2,1590,6
202104040307,複勝,2br18br7,340br110br230,6br1br5
202104040307,枠連,1 - 8,1330,5
202104040307,馬連,2 - 18,1490,5
202104040307,ワイド,2 - 18br2 - 7br7 - 18,"610br1,990br410",5br22br4
202104040307,馬単,2 → 18,3650,11
202104040307,三連複,2 - 7 - 18,3980,10
202104040307,三連単,2 → 18 → 7,31050,84
202104040308,単勝,14,3070,11
202104040308,複勝,14br15br5,"1,010br490br290",12br8br3
202104040308,枠連,8 - 8,16640,31
202104040308,馬連,14 - 15,24760,60
202104040308,ワイド,14 - 15br5 - 14br5 - 15,"5,760br5,910br2,440",51br54br26
202104040308,馬単,14 → 15,52370,123
202104040308,三連複,5 - 14 - 15,84080,188
202104040308,三連単,14 → 15 → 5,563710,1195
202104040309,単勝,12,2620,8
202104040309,複勝,12br9br13,490br510br190,7br8br3
202104040309,枠連,5 - 7,3230,10
202104040309,馬連,9 - 12,14990,35
202104040309,ワイド,9 - 12br12 - 13br9 - 13,"3,570br1,770br1,420",34br19br16
202104040309,馬単,12 → 9,33680,75
202104040309,三連複,9 - 12 - 13,21760,64
202104040309,三連単,12 → 9 → 13,227450,507
202104040310,単勝,6,390,1
202104040310,複勝,6br4br1,"170br290br1,040",1br6br12
202104040310,枠連,3 - 4,1840,8
202104040310,馬連,4 - 6,2790,8
